transcript_id,cancer_fold
ENST00000303766,1.0773530174284152
ENST00000591081,0.9794739421418334
ENST00000581627,1.1020292805117777
ENST00000400389,1.2566563189004754
ENST00000492918,0.9654866481011652
ENST00000355114,0.9654890257753538
ENST00000559710,1.2672914701115006
ENST00000479577,1.1220026953529059
ENST00000441415,0.9320012175714698
ENST00000424037,1.0847873820419995
ENST00000315792,0.9328483291199984
ENST00000443571,0.9325248649111983
ENST00000678747,1.0369610214451304
ENST00000705982,0.7505177054119132
ENST00000696103,0.772025518171811
ENST00000674345,0.9191158263323227
ENST00000713919,0.859052992440597
ENST00000514476,1.0482657163419637
ENST00000373238,0.8726649299327653
ENST00000431473,0.8090896476058785
ENST00000410005,1.245886488307144
ENST00000341864,0.9667006036449801
ENST00000613267,1.0101807050120886
ENST00000444680,0.8075807507696031
ENST00000610462,0.9215876325443566
ENST00000251424,1.0167775773296754
ENST00000369047,0.8414328751603211
ENST00000557021,1.0579728830835704
ENST00000706956,0.9138436316700882
ENST00000541285,0.9571893373098179
ENST00000408528,0.913697256293818
ENST00000432207,1.3202772173286048
ENST00000574045,0.9979774643765029
ENST00000507019,0.8532892946474527
ENST00000459500,1.1313162035734348
ENST00000190611,0.8326627776803278
ENST00000389463,1.0318254748604085
ENST00000538759,0.745313369693299
ENST00000465156,0.8193631331838418
ENST00000591680,1.029969495084721
ENST00000456397,1.117137921055149
ENST00000419336,1.0260384710323351
ENST00000347869,0.9828023547688957
ENST00000353258,0.9558392254028701
ENST00000403821,0.8010929481127262
ENST00000398341,0.8976485731021634
ENST00000595891,0.9332372570654478
ENST00000356458,1.1718319973783176
ENST00000706647,1.052894189644968
ENST00000217131,0.7676234056661498
ENST00000674625,1.0498135693543957
ENST00000390285,0.9438742399884749
ENST00000397015,0.9034465766342346
ENST00000613259,1.0960923471514266
ENST00000397195,1.1672492687245044
ENST00000526965,1.1499195896274723
ENST00000515663,0.8817183293278766
ENST00000436268,0.9546773429470203
ENST00000436193,1.0509447428319683
ENST00000558379,1.1575801736457578
ENST00000413522,0.9306461625294078
ENST00000461606,0.9725353578154872
ENST00000636107,0.8470883790906929
ENST00000566983,0.8357456207398326
ENST00000648539,1.1296172667483118
ENST00000260010,1.2256067215537565
ENST00000216330,0.9892566086864727
ENST00000637707,1.1624501021585592
ENST00000670180,1.0557436538268845
ENST00000641693,0.9077666169669225
ENST00000446879,1.0557055813029739
ENST00000308639,1.259488246601564
ENST00000303071,0.9946405077349675
ENST00000517501,1.2645249883402134
ENST00000560869,0.6750545573896007
ENST00000370359,1.131207193884877
ENST00000452443,1.0131426758704187
ENST00000612535,0.9561398379993166
ENST00000717263,1.013859278035227
ENST00000684901,0.7422008855679668
ENST00000551310,0.9675861799362452
ENST00000707141,1.0550275556925217
ENST00000396936,1.2481770248354795
ENST00000373279,0.9252044556664262
ENST00000397801,0.8857911837287903
ENST00000645095,0.9274990056860916
ENST00000403681,1.1471840847662862
ENST00000346874,1.0505487707479952
ENST00000624100,0.9236112411455815
ENST00000688464,1.080031400193805
ENST00000517170,1.0146681694610287
ENST00000506080,1.156382674274141
ENST00000307395,0.9000472976613736
ENST00000522733,0.9520389587325865
ENST00000445718,0.9428800329279255
ENST00000442544,0.802898284663535
ENST00000368830,1.045419292264554
ENST00000615850,1.0399350828068123
ENST00000368124,1.0007673127302787
ENST00000523498,0.9654238319166939
ENST00000311661,0.8087175065816089
ENST00000614493,0.9388525898480665
ENST00000368698,0.9498918172233198
ENST00000577944,0.8866175249640897
ENST00000578592,0.9760974446236347
